title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid,VectorRanker_person,VectorRanker_person_value,VectorRanker_MMR_03_person,VectorRanker_MMR_03_person_value,VectorRanker_MMR_05_person,VectorRanker_MMR_05_person_value,VectorRanker_MMR_07_person,VectorRanker_MMR_07_person_value,VectorRanker_woman,VectorRanker_woman_value,VectorRanker_MMR_03_woman,VectorRanker_MMR_03_woman_value,VectorRanker_MMR_05_woman,VectorRanker_MMR_05_woman_value,VectorRanker_MMR_07_woman,VectorRanker_MMR_07_woman_value,VectorRanker_teacher,VectorRanker_teacher_value,VectorRanker_MMR_03_teacher,VectorRanker_MMR_03_teacher_value,VectorRanker_MMR_05_teacher,VectorRanker_MMR_05_teacher_value,VectorRanker_MMR_07_teacher,VectorRanker_MMR_07_teacher_value,VectorRanker_role model,VectorRanker_role model_value,VectorRanker_MMR_03_role model,VectorRanker_MMR_03_role model_value,VectorRanker_MMR_05_role model,VectorRanker_MMR_05_role model_value,VectorRanker_MMR_07_role model,VectorRanker_MMR_07_role model_value,VectorRanker_professional,VectorRanker_professional_value,VectorRanker_MMR_03_professional,VectorRanker_MMR_03_professional_value,VectorRanker_MMR_05_professional,VectorRanker_MMR_05_professional_value,VectorRanker_MMR_07_professional,VectorRanker_MMR_07_professional_value
Han Duck-soo,,male,Catholic Church,Bareun Party,4827727,4121.0,0.14196237921714783,4121.0,0.14196237921714783,4121.0,0.14196237921714783,4121.0,0.14196237921714783,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Héctor José Cámpora,,male,,Justicialist Party,339662,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Gray Davis,,male,Catholic Church,Democratic Party,98573,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,11436.0,0.11734744906425476,11436.0,0.11734744906425476,11436.0,0.11734744906425476,11436.0,0.11734744906425476,28974.0,,28974.0,,28974.0,,28974.0,
Lew Wallace,,male,Protestantism,Republican Party,44086,13222.0,0.07898083329200745,13222.0,0.07898083329200745,13222.0,0.07898083329200745,13222.0,0.07898083329200745,21514.0,,21514.0,,21514.0,,21514.0,,8267.0,-0.015788618475198746,8267.0,-0.015788618475198746,8267.0,-0.015788618475198746,8267.0,-0.015788618475198746,35777.0,0.037048712372779846,35777.0,0.037048712372779846,35777.0,0.037048712372779846,35777.0,0.037048712372779846,28974.0,,28974.0,,28974.0,,28974.0,
Sebastião Salgado,,male,atheism,,340954,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Michael Peña,,male,Scientology,,2684472,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,4836.0,0.07435949891805649,4836.0,0.07435949891805649,4836.0,0.07435949891805649,4836.0,0.07435949891805649,15355.0,0.10061445832252502,15355.0,0.10061445832252502,15355.0,0.10061445832252502,15355.0,0.10061445832252502,28974.0,,28974.0,,28974.0,,28974.0,
Rached Ghannouchi,,male,Islam,Ennahda Movement,10991302,33861.0,,33861.0,,33861.0,,33861.0,,19527.0,-0.06791894137859344,19527.0,-0.06791894137859344,19527.0,-0.06791894137859344,19527.0,-0.06791894137859344,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Natan Sharansky,,male,Judaism,Consolidation,815920,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,46738.0,0.005349159240722656,46738.0,0.005349159240722656,46738.0,0.005349159240722656,46738.0,0.005349159240722656,28974.0,,28974.0,,28974.0,,28974.0,
Wendell Ford,,male,,Democratic Party,583193,22827.0,0.028496693819761276,22827.0,0.028496693819761276,22827.0,0.028496693819761276,22827.0,0.028496693819761276,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,56797.0,-0.027501124888658524,56797.0,-0.027501124888658524,56797.0,-0.027501124888658524,56797.0,-0.027501124888658524,27821.0,-0.0935571938753128,27821.0,-0.0935571938753128,27821.0,-0.0935571938753128,27821.0,-0.0935571938753128
Vincent Gallo,,male,,Republican Party,217837,9371.0,0.10083869099617004,9371.0,0.10083869099617004,9371.0,0.10083869099617004,9371.0,0.10083869099617004,19789.0,-0.07279479503631592,19789.0,-0.07279479503631592,19789.0,-0.07279479503631592,19789.0,-0.07279479503631592,9896.0,,9896.0,,9896.0,,9896.0,,315.0,0.2637752592563629,315.0,0.2637752592563629,315.0,0.2637752592563629,315.0,0.2637752592563629,7776.0,0.09711210429668427,7776.0,0.09711210429668427,7776.0,0.09711210429668427,7776.0,0.09711210429668427
Lloyd Doggett,,male,Methodism,Democratic Party,833550,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,26591.0,0.06346114724874496,26591.0,0.06346114724874496,26591.0,0.06346114724874496,26591.0,0.06346114724874496,28974.0,,28974.0,,28974.0,,28974.0,
Yves Congar,,male,Catholic Church,,730518,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,34744.0,0.03991825878620148,34744.0,0.03991825878620148,34744.0,0.03991825878620148,34744.0,0.03991825878620148,28974.0,,28974.0,,28974.0,,28974.0,
Paul Schrader,,male,Calvinism,,740870,14901.0,0.06969483941793442,14901.0,0.06969483941793442,14901.0,0.06969483941793442,14901.0,0.06969483941793442,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Pedro Pablo Ramírez,,male,,independent politician,717725,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Camilo Castelo Branco,,male,Catholic Church,,2447984,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Fethi Okyar,,male,Islam,Republican People's Party,8150877,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Stéphane Dion,,male,Catholic Church,Liberal Party of Canada,692732,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,8183.0,0.13461023569107056,8183.0,0.13461023569107056,8183.0,0.13461023569107056,8183.0,0.13461023569107056,28974.0,,28974.0,,28974.0,,28974.0,
Francesco Moser,,male,,Trentino Tyrolean Autonomist Party,2204846,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,12329.0,0.06254781037569046,12329.0,0.06254781037569046,12329.0,0.06254781037569046,12329.0,0.06254781037569046
Donald Crisp,,male,,California Republican Party,774001,33861.0,,33861.0,,33861.0,,33861.0,,16105.0,-0.023857198655605316,16105.0,-0.023857198655605316,16105.0,-0.023857198655605316,16105.0,-0.023857198655605316,9896.0,,9896.0,,9896.0,,9896.0,,43303.0,0.015637658536434174,43303.0,0.015637658536434174,43303.0,0.015637658536434174,43303.0,0.015637658536434174,28974.0,,28974.0,,28974.0,,28974.0,
Ibn Hawqal,,male,Islam,,3178013,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Thorvald Stauning,,male,,Social Democrats,297354,33861.0,,33861.0,,33861.0,,33861.0,,20400.0,-0.08614028990268707,20400.0,-0.08614028990268707,20400.0,-0.08614028990268707,20400.0,-0.08614028990268707,9896.0,,9896.0,,9896.0,,9896.0,,13799.0,0.10701385140419006,13799.0,0.10701385140419006,13799.0,0.10701385140419006,13799.0,0.10701385140419006,28974.0,,28974.0,,28974.0,,28974.0,
Peter Atkins,,male,atheism,,713028,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Lorenzo Ruiz,,male,Catholicism,,355620,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Alexander Lebedev,,male,,Communist Party of the Soviet Union,8899989,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,52261.0,-0.011707965284585953,52261.0,-0.011707965284585953,52261.0,-0.011707965284585953,52261.0,-0.011707965284585953,28974.0,,28974.0,,28974.0,,28974.0,
Richard Thaler,,male,Judaism,,888932,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,4443.0,0.08392281085252762,4443.0,0.08392281085252762,4443.0,0.08392281085252762,4443.0,0.08392281085252762,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Tim Keller (pastor),,male,Presbyterianism,,3423584,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,68342.0,-0.09448102861642838,68342.0,-0.09448102861642838,68342.0,-0.09448102861642838,68342.0,-0.09448102861642838,28974.0,,28974.0,,28974.0,,28974.0,
Judas of Galilee,Hebrews,male,,,1311854,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Betty White,Americans,female,Unity Church,Democratic Party,415045,18040.0,0.053874921053647995,18040.0,0.053874921053647995,18040.0,0.053874921053647995,18040.0,0.053874921053647995,316.0,0.29306766390800476,316.0,0.29306766390800476,316.0,0.29306766390800476,316.0,0.29306766390800476,9896.0,,9896.0,,9896.0,,9896.0,,15647.0,0.09956052899360657,15647.0,0.09956052899360657,15647.0,0.09956052899360657,15647.0,0.09956052899360657,6236.0,0.11044759303331375,6236.0,0.11044759303331375,6236.0,0.11044759303331375,6236.0,0.11044759303331375
Theodore McCarrick,,male,Catholic Church,,1000781,2994.0,0.15602415800094604,2994.0,0.15602415800094604,2994.0,0.15602415800094604,2994.0,0.15602415800094604,13525.0,0.0006097219884395599,13525.0,0.0006097219884395599,13525.0,0.0006097219884395599,13525.0,0.0006097219884395599,1306.0,0.18917185068130493,1306.0,0.18917185068130493,1306.0,0.18917185068130493,1306.0,0.18917185068130493,48156.0,0.001182008534669876,48156.0,0.001182008534669876,48156.0,0.001182008534669876,48156.0,0.001182008534669876,28974.0,,28974.0,,28974.0,,28974.0,
Milton Shapp,,male,Judaism,Democratic Party,1537031,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Edmondo Rossoni,,male,,National Fascist Party,2147624,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,8938.0,0.13017842173576355,8938.0,0.13017842173576355,8938.0,0.13017842173576355,8938.0,0.13017842173576355,28974.0,,28974.0,,28974.0,,28974.0,
Warren Zevon,Russian Americans,male,,,200591,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Heng Samrin,,male,,Cambodian People's Party,1097934,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Leonardo Boff,,male,Catholicism,,1810987,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Bernardino de Sahagún,,male,Catholic Church,,613525,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,4740.0,0.07682293653488159,4740.0,0.07682293653488159,4740.0,0.07682293653488159,4740.0,0.07682293653488159,33003.0,0.04483962431550026,33003.0,0.04483962431550026,33003.0,0.04483962431550026,33003.0,0.04483962431550026,28974.0,,28974.0,,28974.0,,28974.0,
Motilal Nehru,,male,,Indian National Congress,762733,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,68516.0,-0.0967942476272583,68516.0,-0.0967942476272583,68516.0,-0.0967942476272583,68516.0,-0.0967942476272583,28974.0,,28974.0,,28974.0,,28974.0,
Azim Premji,,male,Islam,,423745,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Jejomar Binay,,male,,Partido Demokratiko Pilipino–Lakas ng Bayan,7572516,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,7334.0,0.01224623154848814,7334.0,0.01224623154848814,7334.0,0.01224623154848814,7334.0,0.01224623154848814,46961.0,0.004753530025482178,46961.0,0.004753530025482178,46961.0,0.004753530025482178,46961.0,0.004753530025482178,28974.0,,28974.0,,28974.0,,28974.0,
Shahid Afridi,,male,Sunni Islam,,554074,8610.0,0.10571194440126419,8610.0,0.10571194440126419,8610.0,0.10571194440126419,8610.0,0.10571194440126419,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,16979.0,0.09447506070137024,16979.0,0.09447506070137024,16979.0,0.09447506070137024,16979.0,0.09447506070137024,28974.0,,28974.0,,28974.0,,28974.0,
Chuck Schumer,Jewish people,male,Judaism,Democratic Party,326708,9915.0,0.09758305549621582,9915.0,0.09758305549621582,9915.0,0.09758305549621582,9915.0,0.09758305549621582,7769.0,0.061138663440942764,7769.0,0.061138663440942764,7769.0,0.061138663440942764,7769.0,0.061138663440942764,9896.0,,9896.0,,9896.0,,9896.0,,24894.0,0.06848204135894775,24894.0,0.06848204135894775,24894.0,0.06848204135894775,24894.0,0.06848204135894775,28974.0,,28974.0,,28974.0,,28974.0,
Faiz Ahmad Faiz,,male,Sunni Islam,Communist Party of Pakistan,517675,4286.0,0.14054858684539795,4286.0,0.14054858684539795,4286.0,0.14054858684539795,4286.0,0.14054858684539795,21514.0,,21514.0,,21514.0,,21514.0,,4080.0,0.0930919349193573,4080.0,0.0930919349193573,4080.0,0.0930919349193573,4080.0,0.0930919349193573,36381.0,0.03526371344923973,36381.0,0.03526371344923973,36381.0,0.03526371344923973,36381.0,0.03526371344923973,28974.0,,28974.0,,28974.0,,28974.0,
Deniz Baykal,,male,Islam,Republican People's Party,1854263,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Samuel Smith (Maryland politician),,male,,Democratic-Republican Party,1331251,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Symeon the New Theologian,,male,Eastern Orthodoxy,,2802890,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,3655.0,0.10477510839700699,3655.0,0.10477510839700699,3655.0,0.10477510839700699,3655.0,0.10477510839700699,23658.0,0.07230028510093689,23658.0,0.07230028510093689,23658.0,0.07230028510093689,23658.0,0.07230028510093689,28974.0,,28974.0,,28974.0,,28974.0,
Willy Claes,,male,,Vooruit,539813,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Dominique Strauss-Kahn,,male,Judaism,Socialist Party,1669496,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,32747.0,0.045574501156806946,32747.0,0.045574501156806946,32747.0,0.045574501156806946,32747.0,0.045574501156806946,28974.0,,28974.0,,28974.0,,28974.0,
Donald Wuerl,,male,Catholic Church,,5169533,929.0,0.20293962955474854,929.0,0.20293962955474854,929.0,0.20293962955474854,929.0,0.20293962955474854,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,56460.0,-0.026291556656360626,56460.0,-0.026291556656360626,56460.0,-0.026291556656360626,56460.0,-0.026291556656360626,28974.0,,28974.0,,28974.0,,28974.0,
Shah Waliullah Dehlawi,,male,Sunni Islam,,46320983,18440.0,0.051778510212898254,18440.0,0.051778510212898254,18440.0,0.051778510212898254,18440.0,0.051778510212898254,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,66790.0,-0.08008543401956558,66790.0,-0.08008543401956558,66790.0,-0.08008543401956558,66790.0,-0.08008543401956558,28974.0,,28974.0,,28974.0,,28974.0,
Patsy Mink,,female,Congregational churches,Democratic Party,712550,4100.0,0.1422295868396759,4100.0,0.1422295868396759,4100.0,0.1422295868396759,4100.0,0.1422295868396759,820.0,0.23782318830490112,820.0,0.23782318830490112,820.0,0.23782318830490112,820.0,0.23782318830490112,3263.0,0.11562758684158325,3263.0,0.11562758684158325,3263.0,0.11562758684158325,3263.0,0.11562758684158325,40637.0,0.0233866348862648,40637.0,0.0233866348862648,40637.0,0.0233866348862648,40637.0,0.0233866348862648,6588.0,0.10713531076908112,6588.0,0.10713531076908112,6588.0,0.10713531076908112,6588.0,0.10713531076908112
Akshaye Khanna,,male,Hinduism,,2155538,20763.0,0.039892032742500305,20763.0,0.039892032742500305,20763.0,0.039892032742500305,20763.0,0.039892032742500305,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,15425.0,0.10037849843502045,15425.0,0.10037849843502045,15425.0,0.10037849843502045,15425.0,0.10037849843502045,28974.0,,28974.0,,28974.0,,28974.0,
Ibn Abbas,,male,Islam,,1451639,33861.0,,33861.0,,33861.0,,33861.0,,20083.0,-0.07906703650951385,20083.0,-0.07906703650951385,20083.0,-0.07906703650951385,20083.0,-0.07906703650951385,6326.0,0.03831798583269119,6326.0,0.03831798583269119,6326.0,0.03831798583269119,6326.0,0.03831798583269119,54871.0,-0.02052447386085987,54871.0,-0.02052447386085987,54871.0,-0.02052447386085987,54871.0,-0.02052447386085987,28974.0,,28974.0,,28974.0,,28974.0,
Jimmie Davis,,male,Baptists,Democratic Party,420811,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Fernando Wood,,male,,Democratic Party,384118,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,39837.0,0.025669027119874954,39837.0,0.025669027119874954,39837.0,0.025669027119874954,39837.0,0.025669027119874954,28974.0,,28974.0,,28974.0,,28974.0,
Maxwell Anderson,,male,atheism,,350048,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,1275.0,0.19058476388454437,1275.0,0.19058476388454437,1275.0,0.19058476388454437,1275.0,0.19058476388454437,38902.0,0.028205767273902893,38902.0,0.028205767273902893,38902.0,0.028205767273902893,38902.0,0.028205767273902893,28974.0,,28974.0,,28974.0,,28974.0,
Philippe Garrel,,male,atheism,,1801856,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Joe Courtney (politician),,male,Catholic Church,Democratic Party,2274386,5863.0,0.1259002536535263,5863.0,0.1259002536535263,5863.0,0.1259002536535263,5863.0,0.1259002536535263,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Oveta Culp Hobby,,female,,Republican Party,930011,33861.0,,33861.0,,33861.0,,33861.0,,1222.0,0.21227607131004333,1222.0,0.21227607131004333,1222.0,0.21227607131004333,1222.0,0.21227607131004333,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Michael Harrington,,male,atheism,Socialist Party of America,39596461,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Julie Bishop,,female,,Liberal Party of Australia,559143,13648.0,0.07661585509777069,13648.0,0.07661585509777069,13648.0,0.07661585509777069,13648.0,0.07661585509777069,1318.0,0.20828686654567719,1318.0,0.20828686654567719,1318.0,0.20828686654567719,1318.0,0.20828686654567719,9896.0,,9896.0,,9896.0,,9896.0,,3171.0,0.17702366411685944,3171.0,0.17702366411685944,3171.0,0.17702366411685944,3171.0,0.17702366411685944,2796.0,0.1514526903629303,2796.0,0.1514526903629303,2796.0,0.1514526903629303,2796.0,0.1514526903629303
Mel Martínez,,male,Catholic Church,Republican Party,296686,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Maryam Rajavi,,female,Islam,People's Mojahedin Organization of Iran,1711339,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Robert F. Wagner Jr.,,male,,Democratic Party,866363,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Jennifer Holliday,African Americans,female,,,2176310,33861.0,,33861.0,,33861.0,,33861.0,,1538.0,0.19785946607589722,1538.0,0.19785946607589722,1538.0,0.19785946607589722,1538.0,0.19785946607589722,9896.0,,9896.0,,9896.0,,9896.0,,13981.0,0.10616996884346008,13981.0,0.10616996884346008,13981.0,0.10616996884346008,13981.0,0.10616996884346008,28974.0,,28974.0,,28974.0,,28974.0,
Harvey Pekar,,male,atheism,,478570,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Mariano Paredes (President of Mexico),,male,,Conservative Party,1790763,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,45348.0,0.009536277502775192,45348.0,0.009536277502775192,45348.0,0.009536277502775192,45348.0,0.009536277502775192,28974.0,,28974.0,,28974.0,,28974.0,
Antonio de Mendoza,,male,Catholicism,,1024444,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Viola Liuzzo,,female,Unitarian Universalism,,956872,33861.0,,33861.0,,33861.0,,33861.0,,4377.0,0.11653125286102295,4377.0,0.11653125286102295,4377.0,0.11653125286102295,4377.0,0.11653125286102295,5678.0,0.054006416350603104,5678.0,0.054006416350603104,5678.0,0.054006416350603104,5678.0,0.054006416350603104,8146.0,0.13481079041957855,8146.0,0.13481079041957855,8146.0,0.13481079041957855,8146.0,0.13481079041957855,28974.0,,28974.0,,28974.0,,28974.0,
Rick Falkvinge,,male,,Pirate Party,5334905,72.0,-0.09902343600864484,33.0,-0.3062567873295405,33.0,-0.24704726263818777,32.0,-0.18783773794683506,13173.0,0.004329731687903404,13173.0,0.004329731687903404,13173.0,0.004329731687903404,13173.0,0.004329731687903404,9896.0,,9896.0,,9896.0,,9896.0,,30930.0,0.05077332258224487,30930.0,0.05077332258224487,30930.0,0.05077332258224487,30930.0,0.05077332258224487,28974.0,,28974.0,,28974.0,,28974.0,
John Jacob Rhodes,,male,,Republican Party,1487707,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Robert Bacon,,male,Presbyterianism,Republican Party,626563,33861.0,,33861.0,,33861.0,,33861.0,,10562.0,0.029903579503297806,10562.0,0.029903579503297806,10562.0,0.029903579503297806,10562.0,0.029903579503297806,9896.0,,9896.0,,9896.0,,9896.0,,45229.0,0.009900011122226715,45229.0,0.009900011122226715,45229.0,0.009900011122226715,45229.0,0.009900011122226715,28974.0,,28974.0,,28974.0,,28974.0,
"Archduke Friedrich, Duke of Teschen",,male,Catholic Church,,548236,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
